APOGEE_ID,RA,DEC,TEFF,LOGG,M_H,FE_H,ALPHA_M,C_FE,CI_FE,N_FE,O_FE,MG_FE,SI_FE,CA_FE,AL_FE,CE_FE,TI_FE,TIII_FE,NI_FE,MN_FE,NA_FE,VSCATTER,SNR,ASPCAPFLAG,STARFLAG,n_sectors_predicted,sectors_predicted_list
2M19384497-3130252,294.687381,-31.507004,4950.3643,4.55943,0.043176,0.042461,-0.0027518999,-0.032447003,-0.037291,-0.077185005,0.003609497,0.019127503,0.032468997,-0.025681,0.049257003,,-0.018609,,0.012514997,-0.009478487,0.028196998,0.05569094,163.45831,16452,0,6,"[13, 27, 67, 92, 94, 116]"
2M19384553+6401062,294.689719,64.018402,6220.6924,4.0058227,-0.0047052,-0.00076175015,-0.0357597,-0.05027545,-0.05443645,0.62065655,-0.24289057,-0.064504944,0.020503547,0.106672555,0.18371776,,0.5568056,,-0.03636725,-0.08890574,0.090470344,0.25174615,298.25217,0,0,47,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 119, 120, 121]"
2M19384562+6237513,294.690101,62.630939,5075.635,4.560517,-0.31479,-0.30433,0.0646683,-0.05196801,0.09859997,-0.11930001,0.08115588,0.10334748,0.048253983,-0.012001008,0.133416,,-0.105162024,,0.0068700016,-0.076167494,0.022133589,0.0,150.82953,16452,0,43,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 41, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 74, 75, 77, 78, 79, 80, 81, 82, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19384562+6237513,294.690101,62.630939,5076.163,4.55419,-0.32452,-0.31625,0.0852383,-0.030741006,0.021190017,-0.082459986,0.0699109,0.1539355,0.095156,0.021715015,0.164706,,-0.056883186,,0.03027001,-0.08030748,-0.8792865,0.1403137,362.87158,16452,16777216,43,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 41, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 74, 75, 77, 78, 79, 80, 81, 82, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19384973+4657066,294.707221,46.951839,5619.334,4.497774,-0.20151,-0.18949,0.0225043,-0.03640099,-0.015091389,-0.05572799,0.10332291,0.06524211,0.05421111,-0.043190986,0.069426015,,-0.20361097,,-0.008909985,-0.015907481,-1.1554465,0.036291305,152.34917,16448,0,13,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19385047+7251122,294.710327,72.853416,5943.2207,4.272823,-0.25734,-0.25467,0.0330913,0.0086839795,0.031338975,-0.02571702,0.13590288,0.032339483,0.12055197,0.06490597,0.11247599,,-0.056690723,,0.040329993,0.027222514,-0.22487637,0.0,169.42216,16388,0,46,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19385111+4352260,294.712966,43.873894,5092.7427,4.5275273,-0.21388,-0.20914,0.1103253,-0.016185,0.081102,-0.13266,0.079512894,0.1952285,0.113936,0.04634601,0.2172158,,-0.014627993,,0.014310002,-0.05833748,0.027703598,0.040920835,464.42856,16448,0,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19385248+4618567,294.7187,46.315773,5691.2295,4.434677,0.20363,0.20398,-0.013291701,-0.061787993,-0.065400004,0.21361002,0.062171906,-0.026544496,0.06794521,-0.010279,0.086346,,-0.026887,,0.033690006,0.09067252,0.032103598,0.04139289,264.76562,129,0,12,"[14, 15, 40, 41, 54, 74, 75, 81, 82, 119, 120, 121]"
2M19385272+4009136,294.719693,40.153782,6089.9165,4.0781083,-0.077173,-0.077752,-0.0056030005,0.017118,0.039490998,-0.277531,0.1041569,-0.019567497,0.0660749,-0.012364998,0.164509,,0.025715,,0.010518007,0.028294511,0.0752246,0.12214418,405.80637,0,0,11,"[14, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19385310+4550372,294.721251,45.843674,5267.946,4.4805064,0.16029,0.17082,0.011094499,0.034407005,0.015256003,0.068901,0.047153905,0.0346345,0.0699995,-0.035182998,0.13650599,,-0.026933998,,0.011990011,0.0937925,0.1308136,0.09175214,181.46762,16388,2048,10,"[14, 15, 40, 74, 75, 81, 82, 119, 120, 121]"
2M19385368+6502447,294.72368,65.045769,6056.294,4.2471128,0.14587,0.14929,-0.0041608,-0.060801998,-0.042757995,0.14212,0.048704907,-0.011783496,0.0752234,-0.026605994,0.12526599,,-0.655051,,0.057710007,0.06707552,-0.2460464,0.04012233,273.2171,0,0,48,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19385398+4631223,294.724956,46.522873,5866.1733,3.959572,-0.024184,-0.024477,-0.0062693004,0.032550998,0.054201,-0.010645,0.0801279,-0.03201749,0.084696,-0.037335,0.174473,,-0.258678,,-0.004594,0.0011895094,-0.21261941,0.0,295.7213,0,0,13,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19385463+6345449,294.727629,63.762486,5869.019,4.2167053,0.30073,0.29354,-0.022993699,-0.022451013,0.010184884,0.2565,0.0019252896,-0.031451523,0.108621,-0.07341401,0.16337597,,-0.44330102,,0.058510005,0.1526325,0.26242357,0.14871751,285.74356,4,0,47,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19385585+4405129,294.732721,44.086922,5853.0293,4.1667905,0.22535,0.22233,-0.0270647,-0.06597999,-0.061883986,0.40175,0.04721591,-0.07456149,0.057605,-0.029019997,0.20086598,,-0.10864999,,0.0934,0.109422505,0.1576936,0.0,173.52135,4,0,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19385686+6449578,294.736955,64.832748,5806.9663,4.2244797,0.21651,0.21566,-0.012534699,0.091178,0.10896999,0.45478997,0.027935892,-0.007134497,0.0764159,-0.043742,0.12412599,,-0.28720102,,0.09871,0.11764249,0.31953362,0.16866216,276.14764,16388,0,47,"[14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19385745+3959532,294.739376,39.998127,5899.2095,3.8859465,0.28565,0.28315,-0.0194977,-0.036594972,0.019034028,0.26451,0.06909391,-0.018948466,0.06829393,-0.023892969,0.23611602,,-0.23655097,,0.0031900108,0.05587253,0.1349136,0.016259503,191.52626,0,0,10,"[14, 40, 41, 54, 55, 74, 81, 82, 119, 120]"
2M19385881+6914273,294.745042,69.240921,5971.934,4.1680765,0.12078,0.11853,-0.027377699,-0.051637,-0.024357997,0.22015,0.0290009,-0.017487496,0.044521995,-0.101688,0.123976,,-0.264541,,0.056110002,0.06332851,-1.0186665,0.0,261.3597,0,0,46,"[14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19385981+6758050,294.74921,67.968079,4790.9746,4.5863943,0.13646,0.13565,-0.0055687,-0.027951986,-0.12960999,-0.12204999,-0.037862092,0.01834552,-0.02382899,-0.003080979,-0.007543996,,0.022810012,,0.009810016,0.015333116,0.042194605,0.0,158.15457,16448,2048,43,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 76, 78, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19390065+4654069,294.752748,46.901932,6086.77,3.948175,-0.21817,-0.21765,0.018009301,-0.017607003,0.009117991,0.0075744987,0.041303903,-0.04000151,0.098069996,0.037215993,0.165834,,-0.021908,,-0.036660016,0.014522523,-1.0240865,0.0,623.2317,0,0,13,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19390184+4649520,294.757702,46.83112,6094.0,4.1057525,0.030356,0.032594,-0.0170997,-0.045659997,-0.0139729995,0.23678201,0.1264349,-0.031094493,0.0801485,-0.041584,0.079549,,-0.029357998,,0.034133006,0.007078517,-0.059900396,6.716423,267.0391,0,0,13,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19390192+6801585,294.75801,68.032944,5468.6855,4.424423,0.056652,0.06513,0.0195253,0.030915,0.028694995,-0.031217005,-0.00051330775,0.0780425,0.060890086,-0.045806006,0.109115995,,-0.16148901,,0.007104002,0.02041851,0.011234798,0.0,185.08679,16388,2048,42,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 40, 41, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 76, 78, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19390253-3142019,294.760554,-31.700548,5032.362,4.5693593,-0.11738,-0.11358,-0.0017762999,-0.066084,-0.029885992,-0.082572,0.1041229,0.0042065084,0.036930002,-0.028895989,-0.009023994,,-0.111167,,-0.011519998,-0.04303749,-0.029516399,0.0,241.45537,16452,0,6,"[13, 27, 67, 92, 94, 116]"
2M19390288+4605013,294.762028,46.083721,5596.507,4.4528103,0.004755,0.0088289,-0.00032899994,-0.016621899,0.0037139999,-0.014268899,-0.014542,0.030926604,0.06530319,-0.0033609015,0.100286104,,-0.1234749,,0.0240031,0.050992616,0.0020347023,0.024639968,180.74414,16388,0,12,"[14, 15, 40, 41, 54, 74, 75, 81, 82, 119, 120, 121]"
2M19390304+4925482,294.762694,49.430073,5027.247,3.8508763,-0.32282,-0.32056,0.226245,0.09175199,0.25407,-0.09170699,0.23800299,0.317143,0.1427206,0.14552501,0.200231,-0.11458999,0.12867317,-0.35143098,0.05870253,-0.12522802,0.258461,0.09446884,185.14268,16452,2048,16,"[14, 15, 40, 41, 54, 55, 56, 74, 75, 76, 81, 82, 83, 119, 120, 121]"
2M19390340+6250273,294.764204,62.840931,6154.5596,3.8408847,0.027885,0.039948,-0.0303457,0.030221,0.071490996,0.116107,-0.079543106,-0.0816245,0.05142229,0.015953995,0.050850004,,-0.549694,,0.0019999966,-0.04148549,-0.15276441,0.16390826,302.86508,0,25165824,45,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 77, 78, 79, 80, 81, 82, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19390782+5009453,294.782596,50.162609,5380.2964,4.507597,-0.076704,-0.065287,0.035512302,0.019782998,-0.057876997,0.009829,0.055691898,0.0758555,0.075518,-0.020103998,0.0752139,,-0.058396697,,0.010522999,0.0021495149,0.2961606,0.12429149,170.54506,16452,4,16,"[14, 15, 40, 41, 54, 55, 56, 74, 75, 76, 81, 82, 83, 119, 120, 121]"
2M19390845+4642316,294.78523,46.708782,6131.3486,4.2280474,-0.18516,-0.18652,-0.012843699,0.060103,0.06872,0.25861,-0.031504095,0.010765508,0.0027359873,0.171996,0.191082,,0.49462897,,-0.10013001,-0.05622749,-0.044716418,0.0,307.42596,0,0,13,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19390959+6821519,294.789961,68.364426,5306.9136,4.5195966,0.023688,0.022299,-0.0205927,-0.049072,-0.026246,-0.054719,0.0957459,0.021481503,0.022152998,-0.005022999,0.020488001,,-0.113944,,-0.013930599,0.009073511,-0.08347541,0.0,156.49408,16448,2048,45,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 40, 41, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19391016+4538114,294.79235,45.636524,5891.81,4.402101,-0.24884,-0.24121,0.0064957,-0.011927113,-0.022586003,-0.1373,0.25212288,0.030952498,0.068889186,-0.004654005,0.11416601,,-0.67545104,,0.052259997,0.004752502,-1.0666264,0.0,171.5142,16388,0,11,"[14, 15, 40, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19391174+6927005,294.798934,69.450165,5898.5107,4.30975,-0.033997,-0.02865,-0.0097697005,-0.10224299,-0.060868993,-0.151207,0.0889279,-0.029047497,0.042772,0.051098995,0.082451,,,,0.088244,-0.03570749,-0.1614264,0.0,165.62439,4,0,46,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 53, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19391268-3126127,294.802862,-31.436865,6146.7188,4.149438,-0.13739,-0.14073,0.0311413,-0.00013190508,0.03096199,0.42393002,0.13568288,-0.00038051605,0.158156,0.039515994,0.096168995,,-0.016591012,,-0.061900005,-0.02362749,-0.27025643,0.025822407,269.23724,0,0,6,"[13, 27, 67, 92, 94, 116]"
2M19391319+5009355,294.804964,50.159882,5669.822,4.3679376,0.114,0.10279,-0.017762698,-0.017060995,0.041262,0.12380001,0.023259401,0.017637506,0.017137997,0.017966002,0.30657598,,-0.053469993,,0.045410007,0.05347161,-0.2017464,0.002569386,171.9817,4,0,16,"[14, 15, 40, 41, 54, 55, 56, 74, 75, 76, 81, 82, 83, 119, 120, 121]"
2M19391335+4458011,294.805663,44.966995,5825.1504,3.8961222,0.317,0.31309,-0.0269777,-0.106419995,-0.08459599,0.43502,-0.010321081,-0.037621498,0.08838299,-0.027547985,0.22654602,,-0.065797,,0.09715,0.114682525,0.2810236,0.0,164.45732,16384,0,12,"[14, 15, 40, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19391342+4932430,294.805931,49.54528,6050.72,4.2826095,-0.37168,-0.29961,0.0335803,0.07371999,0.10877,-0.08385101,-0.094972104,0.1564885,0.14065298,0.057006,0.18321598,,-0.81880105,,0.13491999,0.4723205,-0.049776405,0.0,190.5123,0,8389120,16,"[14, 15, 40, 41, 54, 55, 56, 74, 75, 76, 81, 82, 83, 119, 120, 121]"
2M19391536+4530461,294.814021,45.512814,5536.7715,3.926453,0.32394,0.32067,-0.0204387,-0.043525994,-0.070344985,0.14771,-0.0010829866,-0.019750506,0.090404004,-0.05796671,0.21836603,,-0.12995899,,0.057659984,0.0977225,0.3417436,0.038278498,459.53406,129,0,11,"[14, 15, 40, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19391541+4714544,294.814228,47.24847,5768.9307,4.367208,0.068781,0.061565,-0.028996699,-0.114204004,-0.08868499,0.042331006,-0.2098411,-0.046435494,-0.01605,0.14498201,0.24892099,,0.344955,,0.028413001,0.06866352,0.21905862,0.0,247.48122,4,0,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 119, 120, 121]"
2M19391723+6247360,294.821801,62.79335,5534.2544,4.449574,0.12476,0.1333,-0.0087297,0.058238,0.009966999,0.24026,0.06226389,0.0060124993,0.05295299,-0.069834605,0.07953599,,-0.175921,,-0.014130004,0.043754503,-0.00729841,0.14559916,158.06229,16388,16777216,45,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 77, 78, 79, 80, 81, 82, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19391738+4704269,294.822442,47.07415,5747.162,4.1166663,0.073415,0.077908,-0.0022610999,-0.061382,-0.0141799,0.12672698,0.1026899,0.00986851,0.0590891,-0.027145997,0.15462801,,-0.409864,,0.037972003,0.02319251,-0.0865954,0.044072848,370.72955,16384,0,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 119, 120, 121]"
2M19391753+4334138,294.82308,43.570518,5175.2544,4.5446773,-0.16804,-0.1656,0.0509983,-0.025569007,-0.007758409,-0.019884005,0.07667589,0.1164235,0.070598565,-0.0640699,0.09712,,-0.137559,,0.02629,0.040282518,0.0627836,0.0,160.6623,16452,0,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19391762+6528175,294.823425,65.47155,5398.4355,4.530872,-0.015409,-0.011867,-0.0128857,-0.098438,-0.056194,-0.12186201,0.0163919,0.011508504,0.0014329981,0.018246999,-0.025182,,-0.097165994,,-0.033142,0.0110095125,0.2645806,0.024279853,236.18645,64,2048,47,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19391762+6528175,294.823425,65.47155,5386.6436,4.531875,-0.023444,-0.020515,-0.017932702,-0.099957995,-0.038912,-0.159139,0.038491897,0.003413504,0.009540999,0.009849997,-0.008231999,,-0.14144,,-0.033275,-0.03434249,-0.27553138,0.051504593,334.8961,68,0,47,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19391949+7019110,294.831231,70.319725,5246.197,4.5051494,0.28649,0.27857,-0.0024189,-0.018359005,-0.15872,0.17231,0.014522284,0.009833515,0.09186599,-0.024369001,0.137056,,0.020536005,,0.07356,0.10211253,0.25161362,0.0,274.85504,4,0,48,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19392004+4951349,294.833537,49.859711,5423.383,4.486102,-0.03027,-0.023528,0.059250303,0.020562999,0.024077,-0.04203,0.1040509,0.116151504,0.088018,-0.006949,0.180034,,0.008128002,,0.008121,-0.014489481,-0.16185841,0.03679521,179.79472,16452,0,16,"[14, 15, 40, 41, 54, 55, 56, 74, 75, 76, 81, 82, 83, 119, 120, 121]"
2M19392052-3120317,294.835508,-31.342142,6552.615,4.185216,-0.019793,-0.012413,0.0045307297,-0.031050999,0.0015815999,0.83842003,0.1413229,-0.05840149,0.10805299,-0.030215003,0.017451398,,-0.107431,,-0.048756003,-0.046614494,-0.78136337,0.08333195,450.28613,0,0,6,"[13, 27, 67, 92, 94, 116]"
2M19392138+4644069,294.839098,46.735268,6157.945,4.19822,0.36824,0.36353,-0.021530699,-0.011845022,0.009396285,0.24082997,0.06223488,-0.052701503,0.08196148,-0.07275522,0.161616,,-0.488781,,0.08607,0.1414325,0.22113362,0.0,296.66028,0,0,13,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19392175+4252508,294.840647,42.880787,5861.7173,4.390255,-0.35454,-0.34664,0.019579299,-0.14147002,-0.1521,0.33516,-0.07615912,0.06263229,0.012564987,0.190676,0.19697599,,0.189089,,-0.041050017,-0.028047472,-0.18943638,7.710337,157.4789,133,2048,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19392321+6543353,294.846749,65.726494,6545.2354,3.895632,-0.17095,0.026216,-0.3427747,,,1.1380339,-0.2162541,-0.66429746,-0.317473,0.08266002,-0.28460002,,,,0.15295401,-0.001273483,0.2888576,10.417433,260.65048,2097152,0,47,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19392501-3138407,294.854232,-31.644646,5543.933,4.505343,-0.45799,-0.45763,0.1991953,0.14102003,0.18140003,-0.10455999,0.24307291,0.31086853,0.22531301,0.10261601,0.29773602,,-0.06748596,,0.06635001,-0.20287743,-0.73490644,0.04932908,203.0775,16448,0,6,"[13, 27, 67, 92, 94, 116]"
2M19392517-3024383,294.854881,-30.410643,5843.94,4.4517612,-0.16511,-0.16839,0.0127225,-0.006216407,-0.015051007,-0.054683,0.0957229,0.053495504,0.07720948,-0.011855006,0.08819501,,-0.10557601,,-0.006369993,0.013302505,-0.07979639,0.0,199.35214,16581,4,6,"[13, 27, 67, 92, 94, 116]"
2M19392536+4405520,294.855691,44.097794,5801.32,4.367151,0.13304,0.12922,-0.0645707,-0.20101,-0.15513,0.32044,-0.036459096,-0.071271494,-0.016195998,0.048786,0.046816006,,0.20359899,,-0.026209988,0.025730118,-0.06818339,0.0,164.01256,129,0,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19392667-3024203,294.861125,-30.405655,5748.4043,4.1306734,0.38916,0.38404,-0.014082701,-0.074027985,-0.064095974,0.34803998,0.017299116,0.008639514,0.088750005,-0.06618661,0.209476,,-0.13353899,,0.07874,0.13692248,0.2877636,0.062048256,205.52063,16388,4,6,"[13, 27, 67, 92, 94, 116]"
2M19392683+3900427,294.861809,39.011864,6495.5664,4.234972,-0.093678,-0.091333,-0.0127147,0.0037955046,0.012144007,0.766575,0.1386279,-0.059986502,0.076706,-0.055519,0.015082002,,0.329994,,-0.037886992,-0.116244495,-0.42235336,0.009544758,502.0929,0,16777216,11,"[14, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19392793+4458515,294.866402,44.980988,5577.116,3.9864836,0.33957,0.34914,-0.046390697,-0.027128011,-0.04930699,0.26176,-0.0686121,-0.03303951,0.11133799,-0.12757,0.19626606,,-0.15987101,,0.058530003,0.12836254,0.26483363,0.0,156.8725,16388,0,12,"[14, 15, 40, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19392822+4654010,294.867607,46.900303,5832.855,4.1386857,0.12347,0.12455,-0.049001697,-0.064206,-0.047353,-0.17350999,0.0490579,-0.042141497,0.044173002,-0.049443,0.13859598,,-0.43544102,,0.022780001,0.013458505,0.17005359,0.0,174.49481,68,0,13,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19392868+7031343,294.869514,70.526222,5347.4863,4.5392084,0.062703,0.065392,-0.0314547,-0.209499,-0.22713901,0.056531996,0.038700894,-0.0654805,0.0010749921,0.00067500025,-0.002294004,,-0.063789,,-0.011297002,0.027567506,-0.0601364,0.0,188.0522,0,0,47,"[14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19393105-3128022,294.879386,-31.467293,5044.3022,4.560224,-0.053495,-0.047167,0.012557,-0.124548,-0.052635003,-0.059954006,0.010392901,0.009489503,0.029363997,-0.0022839978,-0.019987006,,-0.063503,,-0.032177996,-0.04934049,0.12522432,0.0,163.71973,16448,0,6,"[13, 27, 67, 92, 94, 116]"
2M19393284+4032221,294.886839,40.53949,5166.6304,4.4854455,0.28672,0.26646,-0.0099377,0.04440701,-0.05959399,0.33259004,-0.03844109,0.011672497,0.037369996,0.013882011,0.185846,,0.090858996,,0.11792001,0.1357925,0.4992336,0.10874417,207.32587,4,0,12,"[14, 15, 40, 41, 54, 55, 74, 75, 81, 82, 119, 120]"
2M19393356+6416189,294.889853,64.271935,6255.8955,4.3362665,0.013356,0.015173,-0.0376977,-0.030816998,-0.034022,0.010946001,0.11991589,-0.10526849,0.069837295,-0.021102,0.078816,,-0.61842805,,0.031345,-0.011410487,-0.5438095,0.32142735,258.81622,0,0,46,"[14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 119, 120, 121]"
2M19393465+7241434,294.894407,72.695412,5868.135,4.238712,0.30935,0.30079,-0.0343187,-0.13176,-0.10852,0.40333003,-0.02473709,-0.035401493,0.020785987,0.053236008,0.17590597,,0.08716899,,0.09276998,0.1426625,0.45115358,0.0,228.39331,4,0,44,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 52, 54, 55, 56, 57, 59, 60, 73, 74, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19393653+5012289,294.90222,50.208035,5915.7646,4.315937,0.37853,0.37868,-0.0316367,-0.15484999,-0.116649985,0.40718997,-0.013263106,-0.030887485,0.0669584,-0.0629783,0.13493603,,-0.17007099,,0.09185001,0.14663255,0.18144363,0.054451052,182.02321,4,0,16,"[14, 15, 40, 41, 54, 55, 56, 74, 75, 76, 81, 82, 83, 119, 120, 121]"
2M19393696+6447486,294.904011,64.796844,5526.56,3.9601142,0.0020862,0.0087945,0.0112215,-0.1030083,-0.0709263,-0.0856153,0.024335599,0.047097206,0.073036395,-0.008867299,0.1709615,,-0.0986693,,-0.0121768005,-0.01617199,-0.2626909,0.114935175,332.35327,16577,0,47,"[14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
2M19393871+4532302,294.911326,45.541744,4720.3594,4.577369,0.10686,0.10471,0.00417238,0.0072624013,-0.024835005,0.025534004,-0.0115261,0.018617503,0.016584992,0.013017997,0.037506,,0.020167999,,0.030290008,0.035462514,0.049284592,0.0,228.94437,16384,0,11,"[14, 15, 40, 55, 74, 75, 81, 82, 119, 120, 121]"
2M19393954+7027219,294.914779,70.4561,5925.6416,4.4198046,0.037913,0.042696,-0.0398597,-0.134173,-0.110293,-0.002574399,0.2494199,-0.0506445,0.031382993,-0.020334002,-0.0283746,,,,-0.006531,0.0068465173,0.1904976,0.0,183.2174,646,0,47,"[14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 117, 118, 119, 120, 121]"
